"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","drug_name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
77,-0.491982999494376,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","(R)-Verapamil (hydrochloride)",0.5,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
258,-0.46713615367839,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","(S)-Crizotinib",5,24,"ACH-000580","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
436,-0.42172877430687,1e-05,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","18β-Glycyrrhetinic acid",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
527,-0.566527571176109,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","4EGI-1",0.5,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
633,-0.484183725363057,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","5-Azacytidine",0.0500000007450581,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
840,-0.517463220012929,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","5-Fluorouracil",0.5,24,"ACH-001190","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1049,-0.477041664588425,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","8-Hydroxyquinoline",5,24,NA,"Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1062,-0.50721748872126,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","9-ING-41",0.0500000007450581,24,"ACH-000389","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1200,-0.46689055441619,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","APTO-253",0.0500000007450581,24,"ACH-000558","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1399,-0.52429525603448,9.99990000099999e-06,0.000187362347510715,"file16e9735a0fec_logFC_0","TAHOE","AT7519",0.0500000007450581,24,NA,"Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
