gene_symbol,logfc_dz:576,logfc_dz:575,logfc_dz:579,logfc_dz:580,logfc_dz:578,logfc_dz:577,logfc_dz:574,mean_logfc,median_logfc,common_experiment,organism,signature_type
APOBEC3B,0.0976088345050811,,0.1203784197568893,,0.0838118717074394,0.0726729407906532,0.1761160045862198,0.1101176142692565,0.0976088345050811,,human,UP
IL1B,0.1356353014707565,0.0880974680185318,,0.0526832416653633,0.0460336096584796,0.1145921200513839,0.0348170809447765,0.0786431369682153,0.0703903548419475,0.0526832416653633,human,UP
CCL3L3,0.0894121378660202,0.0907645300030708,,0.0496391057968139,0.0341619625687599,0.1263351142406463,,0.0780625700950622,0.0894121378660202,0.0496391057968139,human,UP
OR7D2,,0.0169915221631526,0.1253718733787536,,0.1350647062063217,0.0797937363386154,0.0327386148273944,0.0779920905828475,0.0797937363386154,,human,UP
G0S2,0.07162906229496,,0.0869119986891746,0.0910665467381477,0.0780699327588081,0.0816281139850616,0.0383192524313926,0.0746041511495908,0.0798490233719348,0.0910665467381477,human,UP
CCL8,0.0214115846902132,0.1851117014884948,,,0.0481558740139007,0.0585307776927948,0.0562621019780635,0.0738944079726934,0.0562621019780635,,human,UP
TMEM255B,0.1033606380224227,,,,0.0429878532886505,,,0.0731742456555366,0.0731742456555366,,human,UP
LINC00954,0.0725016891956329,,,,,,,0.0725016891956329,0.0725016891956329,,human,UP
TNF,0.0575313605368137,0.0833535864949226,,,,0.076091431081295,,0.0723254593710104,0.076091431081295,,human,UP
NR4A2,,,0.0529173128306865,0.1397323310375213,0.044762548059225,0.0772133693099021,0.0382292531430721,0.0705709628760814,0.0529173128306865,0.1397323310375213,human,UP
FOSB,,,0.0275699235498905,0.120926596224308,0.0444450676441192,0.0904034152626991,0.0687672272324562,0.0704224459826946,0.0687672272324562,0.120926596224308,human,UP
PF4V1,0.1136369332671165,0.0440407842397689,0.1051907837390899,0.0426914729177951,0.1011109054088592,0.023456372320652,0.0312153380364179,0.0659060842756714,0.0440407842397689,0.0426914729177951,human,UP
CD177,,,,,,,0.0651363581418991,0.0651363581418991,0.0651363581418991,,human,UP
CXCL3,0.1087296679615974,0.1035813763737678,,0.0514619648456573,0.0245374217629432,0.0829125568270683,0.019400143995881,0.0651038552944858,0.0671872608363628,0.0514619648456573,human,UP
CXCL8,0.0742439478635788,0.0280535295605659,0.0401624515652656,0.0974754095077514,0.0685718804597854,0.0901840180158615,0.0511231683194637,0.0642592007560389,0.0685718804597854,0.0974754095077514,human,UP
ABCG2,0.0626751109957695,,,,,,,0.0626751109957695,0.0626751109957695,,human,UP
MYL4,0.0190954022109508,0.0689030513167381,0.0516955628991127,,0.0612271577119827,0.0581964030861854,0.0971319749951362,0.0593749253700176,0.059711780399084,,human,UP
RPS4Y1,-0.0702850520610809,0.3023790121078491,-0.1474901437759399,0.1067332401871681,,,0.0824798420071601,0.0547633796930313,0.0824798420071601,0.1067332401871681,human,UP
CDO1,,,0.0523310750722885,,,,,0.0523310750722885,0.0523310750722885,,human,UP
EREG,,0.0492832697927951,0.0331313163042068,0.0724592059850692,0.0433234050869941,0.0756686329841613,0.0381075404584407,0.0519955617686112,0.0463033374398946,0.0724592059850692,human,UP
CCL2,,0.0875992700457573,,,,0.030519600957632,0.0364663377404212,0.0515284029146035,0.0364663377404212,,human,UP
FOS,,,0.0306212194263935,0.063785508275032,0.0386833101511001,0.082681804895401,0.0345626510679721,0.0500668987631797,0.0386833101511001,0.063785508275032,human,UP
BRE-AS1,,0.0192906055599451,,0.1163671687245369,0.0407410226762294,0.0343735441565513,0.0395462252199649,0.0500637132674455,0.0395462252199649,0.1163671687245369,human,UP
SNCA,0.0321783795952796,,,,,,0.0679321363568306,0.0500552579760551,0.0500552579760551,,human,UP
RNF182,0.2015206664800644,-0.0481105521321296,0.027617011219263,,0.0422503352165222,0.0267244409769773,,0.0500003803521394,0.027617011219263,,human,UP
NRARP,,,,0.0498794987797737,,,,0.0498794987797737,0.0498794987797737,0.0498794987797737,human,UP
CD68,,,,0.0498558729887008,,,,0.0498558729887008,0.0498558729887008,0.0498558729887008,human,UP
LOC286087,-0.0394559949636459,0.0578890517354011,0.2317434847354889,-0.0437296330928802,,0.0413093641400337,,0.0495512545108795,0.0413093641400337,-0.0437296330928802,human,UP
CMTM2,,,0.0699388682842254,,0.0238389428704977,,0.0545612387359142,0.0494463499635458,0.0545612387359142,,human,UP
MMP9,,,0.0215755607932806,,,,0.0755854249000549,0.0485804928466677,0.0485804928466677,,human,UP
ADM,0.0168500170111656,,0.0770241096615791,0.0301557686179876,0.0494397729635238,0.0308359991759061,0.0822776779532432,0.0477638908972342,0.040137886069715,0.0301557686179876,human,UP
PTGS2,0.0212679766118526,0.0195211563259363,0.040274441242218,0.0921715050935745,0.0478964820504188,0.0682559534907341,0.0439353883266449,0.0476175575916256,0.0439353883266449,0.0921715050935745,human,UP
UTS2,,0.0536953881382942,0.0652510449290275,,,0.0364223681390285,0.034591045230627,0.0474899616092443,0.0450588781386613,,human,UP
DAGLB,0.0464184582233428,,,,,,,0.0464184582233428,0.0464184582233428,,human,UP
SIGLEC1,0.0874575674533844,0.0390348955988884,,,0.0239190254360437,0.0579452477395534,0.0235569775104522,0.0463827427476644,0.0390348955988884,,human,UP
